=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     letter
Instances:    16000
Attributes:   17
              x-box
              y-box
              width
              high
              onpix
              x-bar
              y-bar
              x2bar
              y2bar
              xybar
              x2ybr
              xy2br
              x-ege
              xegvy
              y-ege
              yegvx
              class
Test mode:    10-fold cross-validation

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 9.4 seconds

=== Predictions on test data ===

    inst#     actual  predicted error prediction
     1334       13:M       13:M       0.8 
     1335       13:M       13:M       1 
     1336       13:M       13:M       0.95 
     1337       13:M       13:M       0.83 
     1338       13:M       13:M       0.99 
     1339       13:M       13:M       0.64 
     1340       13:M       13:M       1 
     1341       13:M       13:M       0.98 
     1342       13:M       13:M       0.99 
     1343       13:M       13:M       1 
     1344       13:M       13:M       1 
     1345       13:M       13:M       0.91 
     1346       13:M       13:M       1 
     1347       13:M       13:M       1 
     1348       20:T       20:T       0.89 
     1349       20:T       20:T       1 
     1350       20:T       20:T       0.98 
     1351       20:T       20:T       0.39 
     1352       20:T       20:T       0.95 
     1353       20:T       20:T       0.63 
     1354       20:T       20:T       0.99 
     1355       20:T       20:T       1 
     1356       20:T       20:T       0.93 
     1357       20:T       20:T       1 
     1358       20:T       20:T       0.7 
     1359       20:T       20:T       0.96 
     1360       20:T       20:T       0.37 
     1361       20:T       20:T       0.68 
     1362       20:T       20:T       1 
     1363       20:T       20:T       0.67 
     1364       20:T       20:T       1 
     1365       20:T       20:T       0.41 
     1366       20:T       20:T       0.13 
     1367       20:T       20:T       0.68 
     1368       20:T       20:T       0.87 
     1369       20:T       20:T       0.97 
     1370       20:T       20:T       0.88 
     1371       20:T       20:T       1 
     1372       20:T       20:T       1 
     1373       20:T       20:T       1 
     1374       20:T       20:T       1 
     1375       20:T       20:T       1 
     1376       20:T       20:T       1 
     1377       20:T       20:T       0.96 
     1378       20:T       20:T       0.79 
     1379       20:T       20:T       1 
     1380       20:T       20:T       0.6 
     1381       20:T       20:T       0.46 
     1382       20:T       20:T       1 
     1383       20:T       20:T       1 
     1384       20:T       20:T       0.97 
     1385       20:T       20:T       1 
     1386       20:T       20:T       1 
     1387       20:T       20:T       0.8 
     1388       20:T       20:T       0.74 
     1389       20:T       20:T       0.74 
     1390       20:T       20:T       1 
     1391       20:T       20:T       1 
     1392       20:T        3:C   +   0.23 
     1393       20:T       20:T       0.99 
     1394       20:T       20:T       1 
     1395       20:T       20:T       1 
     1396       20:T       20:T       0.95 
     1397       20:T       20:T       1 
     1398       20:T       20:T       0.94 
     1399       20:T       20:T       1 
     1400       20:T       20:T       0.83 
     1401       20:T       20:T       0.97 
     1402       20:T       20:T       0.98 
     1403       20:T       20:T       1 
     1404       20:T       20:T       0.97 
     1405       20:T       20:T       0.99 
     1406       20:T       20:T       0.86 
     1407       20:T       20:T       1 
     1408       20:T       20:T       1 
     1409       20:T       20:T       0.8 
     1410       20:T       20:T       0.97 
     1411       20:T       20:T       0.99 
     1412        4:D        4:D       0.65 
     1413        4:D        4:D       0.64 
     1414        4:D        4:D       0.99 
     1415        4:D        4:D       0.39 
     1416        4:D        4:D       0.33 
     1417        4:D       18:R   +   0.67 
     1418        4:D        4:D       1 
     1419        4:D        4:D       0.46 
     1420        4:D        4:D       0.84 
     1421        4:D        4:D       0.94 
     1422        4:D       14:N   +   0.37 
     1423        4:D        4:D       0.86 
     1424        4:D        4:D       1 
     1425        4:D        4:D       0.88 
     1426        4:D       18:R   +   0.35 
     1427        4:D        4:D       0.97 
     1428        4:D        4:D       0.79 
     1429        4:D        4:D       0.32 
     1430        4:D        4:D       0.98 
     1431        4:D        4:D       1 
     1432        4:D        4:D       0.37 
     1433        4:D        4:D       0.96 
     1434        4:D        4:D       0.98 
     1435        4:D        4:D       0.86 
     1436        4:D        8:H   +   0.69 
     1437        4:D       14:N   +   0.2 
     1438        4:D        4:D       0.99 
     1439        4:D        4:D       0.93 
     1440        4:D        4:D       0.93 
     1441        4:D        4:D       0.5 
     1442        4:D        4:D       0.97 
     1443        4:D        4:D       0.76 
     1444        4:D        4:D       0.33 
     1445        4:D        4:D       0.48 
     1446        4:D        4:D       0.6 
     1447        4:D        4:D       1 
     1448        4:D        4:D       0.94 
     1449        4:D        4:D       0.73 
     1450        4:D        4:D       1 
     1451        4:D        4:D       1 
     1452        4:D        4:D       0.62 
     1453        4:D        4:D       1 
     1454        4:D        4:D       0.95 
     1455        4:D        4:D       1 
     1456        4:D        4:D       0.39 
     1457        4:D        4:D       0.41 
     1458        4:D        4:D       0.98 
     1459        4:D        4:D       0.7 
     1460        4:D        4:D       0.67 
     1461        4:D        4:D       0.28 
     1462        4:D        4:D       1 
     1463        4:D        4:D       0.45 
     1464        4:D        4:D       0.39 
     1465        4:D        4:D       0.97 
     1466        4:D        4:D       0.46 
     1467        4:D       14:N   +   0.45 
     1468        4:D        4:D       0.34 
     1469        4:D        4:D       1 
     1470        4:D        4:D       1 
     1471        4:D        4:D       0.99 
     1472        4:D        4:D       1 
     1473        4:D        4:D       0.81 
     1474        4:D        4:D       0.62 
     1475        4:D        4:D       0.86 
     1476       22:V       22:V       0.9 
     1477       22:V       22:V       0.6 
     1478       22:V       22:V       0.9 
     1479       22:V       22:V       1 
     1480       22:V       22:V       0.92 
     1481       22:V       22:V       0.61 
     1482       22:V       22:V       0.5 
     1483       22:V       22:V       0.99 
     1484       22:V       22:V       0.99 
     1485       22:V       22:V       1 
     1486       22:V       22:V       1 
     1487       22:V       22:V       0.99 
     1488       22:V       22:V       1 
     1489       22:V       22:V       0.94 
     1490       22:V       22:V       1 
     1491       22:V       22:V       1 
     1492       22:V       22:V       1 
     1493       22:V       22:V       0.93 
     1494       22:V       22:V       1 
     1495       22:V       22:V       1 
     1496       22:V       22:V       1 
     1497       22:V       22:V       1 
     1498       22:V       22:V       1 
     1499       22:V       22:V       1 
     1500       22:V       22:V       1 
     1501       22:V       22:V       0.98 
     1502       22:V       22:V       1 
     1503       22:V       22:V       1 
     1504       22:V       22:V       1 
     1505       22:V       22:V       0.94 
     1506       22:V       22:V       0.97 
     1507       22:V       22:V       0.94 
     1508       22:V       22:V       0.98 
     1509       22:V       22:V       0.35 
     1510       22:V       22:V       0.99 
     1511       22:V       22:V       0.42 
     1512       22:V       22:V       1 
     1513       22:V       22:V       0.96 
     1514       22:V       22:V       0.89 
     1515       22:V       22:V       0.91 
     1516       22:V       22:V       0.98 
     1517       22:V       22:V       0.9 
     1518       22:V       22:V       0.97 
     1519       22:V       22:V       0.95 
     1520       22:V       22:V       0.49 
     1521       22:V       22:V       1 
     1522       22:V       22:V       1 
     1523       22:V       22:V       0.77 
     1524       22:V       22:V       1 
     1525       22:V        2:B   +   0.16 
     1526       22:V       22:V       0.97 
     1527       22:V       22:V       0.66 
     1528       22:V       22:V       0.8 
     1529       22:V       22:V       0.98 
     1530       22:V       22:V       0.96 
     1531       22:V       22:V       0.51 
     1532       22:V       22:V       1 
     1533       22:V       22:V       0.95 
     1534       22:V       22:V       0.99 
     1535       22:V       22:V       0.99 
     1536       22:V       22:V       1 
     1537       14:N       15:O   +   0.4 
     1538       14:N       14:N       0.98 
     1539       14:N       14:N       0.94 
     1540       14:N       14:N       0.9 
     1541       14:N       14:N       0.8 
     1542       14:N       14:N       0.99 
     1543       14:N       14:N       0.57 
     1544       14:N       14:N       0.46 
     1545       14:N       14:N       0.99 
     1546       14:N       14:N       0.96 
     1547       14:N       14:N       0.65 
     1548       14:N       14:N       0.8 
     1549       14:N       14:N       0.37 
     1550       14:N       14:N       0.94 
     1551       14:N       14:N       0.97 
     1552       14:N       14:N       0.99 
     1553       14:N       14:N       0.99 
     1554       14:N       14:N       0.94 
     1555       14:N       14:N       0.98 
     1556       14:N       14:N       1 
     1557       14:N       14:N       0.94 
     1558       14:N       14:N       1 
     1559       14:N       14:N       1 
     1560       14:N       14:N       0.85 
     1561       14:N       13:M   +   0.22 
     1562       14:N       14:N       1 
     1563       14:N       14:N       0.83 
     1564       14:N       14:N       1 
     1565       14:N        8:H   +   0.71 
     1566       14:N       14:N       0.96 
     1567       14:N       14:N       0.76 
     1568       14:N       14:N       0.91 
     1569       14:N       14:N       1 
     1570       14:N       14:N       0.71 
     1571       14:N       14:N       1 
     1572       14:N       14:N       1 
     1573       14:N       14:N       0.7 
     1574       14:N       14:N       1 
     1575       14:N       14:N       0.3 
     1576       14:N       14:N       0.51 
     1577       14:N       14:N       0.98 
     1578       14:N       14:N       1 
     1579       14:N       14:N       0.94 
     1580       14:N       14:N       1 
     1581       14:N       13:M   +   0.23 
     1582       14:N       14:N       1 
     1583       14:N       14:N       0.99 
     1584       14:N       14:N       0.97 
     1585       14:N       14:N       1 
     1586       14:N       14:N       1 
     1587       14:N       14:N       1 
     1588       14:N       14:N       0.97 
     1589       14:N       14:N       0.76 
     1590       14:N       14:N       0.52 
     1591       14:N       14:N       0.99 
     1592       14:N        4:D   +   0.66 
     1593       14:N        8:H   +   0.35 
     1594       14:N       14:N       1 
     1595       14:N       14:N       1 
     1596       14:N       14:N       0.4 
     1597       14:N       14:N       0.63 
     1598       14:N       14:N       0.96 
     1599       14:N       14:N       0.95 
     1600       14:N       14:N       0.99 
        1       18:R       18:R       1 
        2       18:R       21:U   +   0.35 
        3       18:R       18:R       0.99 
        4       18:R       18:R       0.99 
        5       18:R       18:R       0.83 
        6       18:R       18:R       0.98 
        7       18:R       18:R       0.68 
        8       18:R        4:D   +   0.33 
        9       18:R       18:R       0.75 
       10       18:R       18:R       0.99 
       11       18:R       18:R       0.98 
       12       18:R       18:R       1 
       13       18:R       18:R       0.86 
       14       18:R       18:R       0.7 
       15       18:R        2:B   +   0.48 
       16       18:R       18:R       0.98 
       17       18:R       18:R       1 
       18       18:R       18:R       0.29 
       19       18:R       18:R       1 
       20       18:R       18:R       0.57 
       21       18:R       18:R       0.99 
       22       18:R       18:R       0.79 
       23       18:R       14:N   +   0.39 
       24       18:R       18:R       0.64 
       25       18:R       18:R       0.63 
       26       18:R       18:R       0.98 
       27       18:R       18:R       1 
       28       18:R       18:R       0.58 
       29       18:R       18:R       0.96 
       30       18:R       18:R       0.95 
       31       18:R       18:R       0.51 
       32       18:R       18:R       0.5 
       33       18:R       18:R       1 
       34       18:R        2:B   +   0.5 
       35       18:R       18:R       0.82 
       36       18:R       18:R       0.59 
       37       18:R       18:R       0.98 
       38       18:R       18:R       1 
       39       18:R       18:R       0.99 
       40       18:R       18:R       1 
       41       18:R       18:R       0.99 
       42       18:R       18:R       0.98 
       43       18:R       18:R       0.98 
       44       18:R       18:R       1 
       45       18:R       18:R       0.64 
       46       18:R       18:R       0.96 
       47       18:R       18:R       0.82 
       48       18:R       18:R       0.94 
       49       18:R       18:R       0.81 
       50       18:R       18:R       0.47 
       51       18:R       18:R       0.63 
       52       18:R       18:R       0.97 
       53       18:R       18:R       0.95 
       54       18:R       18:R       0.97 
       55       18:R       18:R       0.42 
       56       18:R       18:R       0.99 
       57       18:R       18:R       0.28 
       58       18:R       18:R       0.89 
       59       18:R       18:R       0.97 
       60       18:R       18:R       0.53 
       61       16:P       16:P       0.85 
       62       16:P       16:P       0.58 
       63       16:P       16:P       0.89 
       64       16:P       16:P       0.87 
       65       16:P       16:P       0.65 
       66       16:P       16:P       0.97 
       67       16:P       16:P       0.47 
       68       16:P       16:P       1 
       69       16:P        6:F   +   0.27 
       70       16:P       16:P       0.95 
       71       16:P       16:P       1 
       72       16:P       16:P       1 
       73       16:P       16:P       1 
       74       16:P       16:P       0.45 
       75       16:P       16:P       0.99 
       76       16:P       16:P       0.74 
       77       16:P       16:P       0.55 
       78       16:P       16:P       1 
       79       16:P       16:P       0.93 
       80       16:P       16:P       0.88 
       81       16:P       16:P       1 
       82       16:P       16:P       0.83 
       83       16:P       16:P       0.7 
       84       16:P       16:P       1 
       85       16:P       16:P       0.74 
       86       16:P       16:P       0.75 
       87       16:P       16:P       0.5 
       88       16:P       16:P       1 
       89       16:P       16:P       1 
       90       16:P       16:P       0.59 
       91       16:P       16:P       1 
       92       16:P       16:P       1 
       93       16:P       16:P       1 
       94       16:P       16:P       0.93 
       95       16:P       16:P       0.64 
       96       16:P       16:P       0.35 
       97       16:P       16:P       0.99 
       98       16:P       16:P       0.9 
       99       16:P       16:P       1 
      100       16:P       16:P       0.81 
      101       16:P       16:P       1 
      102       16:P       16:P       1 
      103       16:P       16:P       1 
      104       16:P       16:P       0.73 
      105       16:P       16:P       0.78 
      106       16:P       16:P       0.97 
      107       16:P       16:P       0.94 
      108       16:P       16:P       0.66 
      109       16:P        7:G   +   0.19 
      110       16:P       16:P       0.97 
      111       16:P       16:P       0.62 
      112       16:P       16:P       0.94 
      113       16:P        6:F   +   0.64 
      114       16:P       16:P       0.92 
      115       16:P       16:P       0.39 
      116       16:P       16:P       1 
      117       16:P       16:P       1 
      118       16:P       16:P       0.57 
      119       16:P       16:P       1 
      120       16:P       16:P       0.9 
      121       16:P       16:P       1 
      122       16:P       16:P       0.79 
      123       16:P       16:P       0.8 
      124       15:O       15:O       0.65 
      125       15:O       15:O       1 
      126       15:O       15:O       0.5 
      127       15:O       15:O       0.78 
      128       15:O       15:O       0.41 
      129       15:O       15:O       0.72 
      130       15:O       15:O       0.24 
      131       15:O       15:O       1 
      132       15:O       15:O       0.51 
      133       15:O       15:O       0.94 
      134       15:O       16:P   +   0.23 
      135       15:O       15:O       0.43 
      136       15:O       15:O       0.99 
      137       15:O       15:O       0.93 
      138       15:O       15:O       0.3 
      139       15:O       15:O       0.69 
      140       15:O       15:O       1 
      141       15:O       15:O       0.55 
      142       15:O       15:O       0.58 
      143       15:O       15:O       0.91 
      144       15:O       15:O       1 
      145       15:O       15:O       0.69 
      146       15:O       15:O       0.5 
      147       15:O       15:O       0.75 
      148       15:O       15:O       0.9 
      149       15:O       14:N   +   0.28 
      150       15:O       15:O       1 
      151       15:O       15:O       1 
      152       15:O       15:O       0.76 
      153       15:O       15:O       0.95 
      154       15:O       15:O       1 
      155       15:O       15:O       0.96 
      156       15:O       15:O       1 
      157       15:O       15:O       0.97 
      158       15:O       15:O       0.81 
      159       15:O       15:O       0.85 
      160       15:O       15:O       0.52 
      161       15:O       15:O       0.98 
      162       15:O       15:O       0.93 
      163       15:O       15:O       1 
      164       15:O       15:O       0.98 
      165       15:O       15:O       0.95 
      166       15:O       15:O       0.55 
      167       15:O       15:O       0.99 
      168       15:O       15:O       0.59 
      169       15:O       15:O       0.78 
      170       15:O       15:O       0.9 
      171       15:O       15:O       0.99 
      172       15:O       15:O       0.59 
      173       15:O       15:O       0.77 
      174       15:O       15:O       0.7 
      175       15:O       15:O       0.84 
      176       15:O       15:O       0.99 
      177       15:O       15:O       1 
      178       15:O       15:O       0.69 
      179       15:O       15:O       0.86 
      180       15:O       15:O       0.63 
      181       15:O       15:O       0.58 
      182       15:O       15:O       0.99 
      183       15:O       15:O       0.72 
      184       15:O       15:O       0.37 
      185        6:F        6:F       0.92 
      186        6:F        6:F       0.77 
      187        6:F        6:F       1 
      188        6:F        6:F       0.31 
      189        6:F        6:F       1 
      190        6:F        6:F       0.95 
      191        6:F        6:F       1 
      192        6:F        6:F       0.62 
      193        6:F        6:F       0.96 
      194        6:F        6:F       0.95 
      195        6:F        6:F       0.67 
      196        6:F        6:F       0.99 
      197        6:F        6:F       0.58 
      198        6:F        6:F       1 
      199        6:F        6:F       0.61 
      200        6:F        6:F       1 
      201        6:F        6:F       1 
      202        6:F        6:F       1 
      203        6:F        6:F       0.99 
      204        6:F        6:F       0.73 
      205        6:F        6:F       1 
      206        6:F        6:F       1 
      207        6:F        6:F       0.98 
      208        6:F        6:F       0.88 
      209        6:F        6:F       0.93 
      210        6:F        6:F       0.97 
      211        6:F        6:F       1 
      212        6:F        6:F       0.67 
      213        6:F        6:F       0.69 
      214        6:F        6:F       0.86 
      215        6:F        6:F       1 
      216        6:F        6:F       1 
      217        6:F        6:F       0.49 
      218        6:F        6:F       0.96 
      219        6:F        6:F       1 
      220        6:F        6:F       1 
      221        6:F        6:F       0.62 
      222        6:F        6:F       0.72 
      223        6:F        6:F       1 
      224        6:F        6:F       0.99 
      225        6:F        6:F       0.56 
      226        6:F        6:F       0.99 
      227        6:F        6:F       0.86 
      228        6:F        6:F       0.93 
      229        6:F        6:F       0.9 
      230        6:F        6:F       0.92 
      231        6:F        6:F       0.87 
      232        6:F        6:F       0.6 
      233        6:F        6:F       1 
      234        6:F        6:F       0.66 
      235        6:F        6:F       0.96 
      236        6:F        6:F       1 
      237        6:F        6:F       0.59 
      238        6:F        6:F       0.74 
      239        6:F        6:F       1 
      240        6:F        6:F       0.46 
      241        6:F        6:F       0.95 
      242        6:F        6:F       0.98 
      243        6:F        6:F       1 
      244        6:F        6:F       0.94 
      245        6:F        6:F       0.69 
      246        6:F        6:F       0.98 
      247       12:L       12:L       1 
      248       12:L       12:L       0.9 
      249       12:L       12:L       1 
      250       12:L       12:L       1 
      251       12:L       12:L       1 
      252       12:L       12:L       1 
      253       12:L       12:L       1 
      254       12:L       12:L       0.9 
      255       12:L       12:L       1 
      256       12:L       12:L       1 
      257       12:L       12:L       0.99 
      258       12:L       12:L       0.37 
      259       12:L       12:L       1 
      260       12:L       12:L       0.96 
      261       12:L       12:L       1 
      262       12:L       12:L       0.61 
      263       12:L       12:L       1 
      264       12:L       12:L       1 
      265       12:L       12:L       1 
      266       12:L       12:L       1 
      267       12:L       12:L       1 
      268       12:L       12:L       0.99 
      269       12:L       12:L       1 
      270       12:L       12:L       0.94 
      271       12:L       12:L       1 
      272       12:L       12:L       1 
      273       12:L       12:L       0.99 
      274       12:L       12:L       0.28 
      275       12:L       12:L       1 
      276       12:L       12:L       1 
      277       12:L       12:L       1 
      278       12:L       12:L       1 
      279       12:L       24:X   +   0.42 
      280       12:L       12:L       0.58 
      281       12:L       12:L       1 
      282       12:L        5:E   +   0.51 
      283       12:L       12:L       1 
      284       12:L       12:L       0.44 
      285       12:L       12:L       1 
      286       12:L       12:L       0.66 
      287       12:L       12:L       1 
      288       12:L       12:L       1 
      289       12:L       12:L       0.3 
      290       12:L       12:L       1 
      291       12:L       12:L       0.94 
      292       12:L       12:L       1 
      293       12:L       12:L       1 
      294       12:L       12:L       1 
      295       12:L       12:L       1 
      296       12:L       12:L       1 
      297       12:L       12:L       1 
      298       12:L       12:L       0.6 
      299       12:L       12:L       0.81 
      300       12:L       12:L       0.54 
      301       12:L       12:L       0.78 
      302       12:L       12:L       1 
      303       12:L       12:L       1 
      304       12:L       12:L       0.94 
      305       12:L       12:L       0.83 
      306       12:L       12:L       1 
      307       23:W       23:W       0.48 
      308       23:W       13:M   +   0.18 
      309       23:W       23:W       1 
      310       23:W       23:W       1 
      311       23:W       23:W       0.81 
      312       23:W       23:W       1 
      313       23:W       23:W       1 
      314       23:W       23:W       1 
      315       23:W       23:W       1 
      316       23:W       23:W       0.75 
      317       23:W       23:W       0.92 
      318       23:W       23:W       0.82 
      319       23:W       23:W       1 
      320       23:W       23:W       0.77 
      321       23:W       23:W       1 
      322       23:W       23:W       1 
      323       23:W       23:W       0.76 
      324       23:W       23:W       0.95 
      325       23:W       23:W       1 
      326       23:W       23:W       1 
      327       23:W       23:W       0.9 
      328       23:W       23:W       1 
      329       23:W       23:W       0.99 
      330       23:W       23:W       0.49 
      331       23:W       23:W       0.68 
      332       23:W       23:W       0.89 
      333       23:W       23:W       1 
      334       23:W       23:W       0.63 
      335       23:W       23:W       1 
      336       23:W       23:W       1 
      337       23:W       23:W       0.92 
      338       23:W       23:W       1 
      339       23:W       23:W       0.99 
      340       23:W       23:W       1 
      341       23:W       23:W       0.98 
      342       23:W       23:W       1 
      343       23:W       23:W       0.91 
      344       23:W       23:W       0.74 
      345       23:W       23:W       0.63 
      346       23:W       23:W       0.8 
      347       23:W       23:W       1 
      348       23:W       23:W       0.49 
      349       23:W       23:W       1 
      350       23:W       23:W       0.96 
      351       23:W       23:W       0.73 
      352       23:W       23:W       0.74 
      353       23:W       23:W       1 
      354       23:W       23:W       1 
      355       23:W       23:W       0.45 
      356       23:W       23:W       0.42 
      357       23:W       23:W       1 
      358       23:W       23:W       1 
      359       23:W       23:W       0.91 
      360       23:W       23:W       0.87 
      361       23:W       23:W       1 
      362       23:W       23:W       0.78 
      363       23:W       23:W       1 
      364       23:W       23:W       1 
      365       23:W       23:W       1 
      366       23:W       23:W       0.99 
      367       23:W       23:W       0.98 
      368       23:W       23:W       0.95 
      369        3:C        3:C       1 
      370        3:C        3:C       0.56 
      371        3:C        3:C       1 
      372        3:C        3:C       1 
      373        3:C        3:C       0.89 
      374        3:C        3:C       0.65 
      375        3:C        3:C       0.98 
      376        3:C        3:C       0.95 
      377        3:C        3:C       0.94 
      378        3:C        3:C       1 
      379        3:C        3:C       0.98 
      380        3:C        3:C       0.53 
      381        3:C        3:C       1 
      382        3:C        3:C       0.74 
      383        3:C        3:C       0.65 
      384        3:C        3:C       0.97 
      385        3:C        3:C       0.99 
      386        3:C        3:C       0.56 
      387        3:C        3:C       0.95 
      388        3:C        3:C       0.64 
      389        3:C        3:C       1 
      390        3:C        3:C       0.81 
      391        3:C        3:C       0.73 
      392        3:C        3:C       1 
      393        3:C        3:C       0.93 
      394        3:C        3:C       1 
      395        3:C        3:C       1 
      396        3:C        3:C       0.99 
      397        3:C        3:C       1 
      398        3:C        3:C       0.97 
      399        3:C        3:C       1 
      400        3:C        3:C       0.29 
      401        3:C        3:C       0.91 
      402        3:C        3:C       0.98 
      403        3:C        3:C       1 
      404        3:C        3:C       0.28 
      405        3:C        3:C       1 
      406        3:C        3:C       0.88 
      407        3:C        3:C       0.99 
      408        3:C        3:C       0.97 
      409        3:C        3:C       0.89 
      410        3:C        3:C       1 
      411        3:C        3:C       0.47 
      412        3:C        3:C       0.9 
      413        3:C        3:C       1 
      414        3:C        3:C       0.94 
      415        3:C        3:C       1 
      416        3:C        3:C       0.96 
      417        3:C        3:C       1 
      418        3:C        3:C       1 
      419        3:C        3:C       1 
      420        3:C        3:C       0.99 
      421        3:C       17:Q   +   0.25 
      422        3:C        3:C       0.79 
      423        3:C        3:C       1 
      424        3:C       17:Q   +   0.17 
      425        3:C        3:C       0.9 
      426        3:C        3:C       0.98 
      427        3:C        3:C       0.49 
      428       24:X       24:X       1 
      429       24:X       24:X       0.9 
      430       24:X       24:X       0.84 
      431       24:X       24:X       0.81 
      432       24:X       24:X       1 
      433       24:X       24:X       0.96 
      434       24:X       24:X       0.97 
      435       24:X       24:X       0.98 
      436       24:X       24:X       0.56 
      437       24:X       24:X       0.56 
      438       24:X       24:X       0.99 
      439       24:X       24:X       0.9 
      440       24:X       24:X       0.68 
      441       24:X       24:X       0.71 
      442       24:X       24:X       0.83 
      443       24:X       24:X       0.39 
      444       24:X       18:R   +   0.24 
      445       24:X       24:X       0.94 
      446       24:X       24:X       0.98 
      447       24:X       11:K   +   0.35 
      448       24:X       24:X       0.8 
      449       24:X       24:X       0.46 
      450       24:X       24:X       1 
      451       24:X       24:X       0.97 
      452       24:X       24:X       1 
      453       24:X       24:X       1 
      454       24:X       24:X       0.67 
      455       24:X       24:X       0.82 
      456       24:X       24:X       1 
      457       24:X       24:X       0.68 
      458       24:X       24:X       1 
      459       24:X       24:X       0.91 
      460       24:X       24:X       0.76 
      461       24:X       24:X       0.95 
      462       24:X       24:X       0.31 
      463       24:X       24:X       0.97 
      464       24:X       24:X       0.77 
      465       24:X       24:X       1 
      466       24:X       24:X       0.44 
      467       24:X       24:X       0.97 
      468       24:X       24:X       0.96 
      469       24:X       24:X       0.58 
      470       24:X       24:X       1 
      471       24:X       24:X       0.87 
      472       24:X       24:X       1 
      473       24:X       24:X       0.85 
      474       24:X       24:X       0.35 
      475       24:X       24:X       0.31 
      476       24:X       24:X       0.99 
      477       24:X       24:X       0.7 
      478       24:X       24:X       0.38 
      479       24:X       24:X       0.91 
      480       24:X       24:X       0.57 
      481       24:X       24:X       1 
      482       24:X       24:X       1 
      483       24:X       24:X       1 
      484       24:X       24:X       1 
      485       24:X       24:X       0.84 
      486       24:X       24:X       0.86 
      487       24:X       24:X       0.45 
      488       24:X       24:X       0.91 
      489       19:S       19:S       0.49 
      490       19:S       19:S       0.9 
      491       19:S       19:S       0.94 
      492       19:S       19:S       0.52 
      493       19:S       19:S       0.79 
      494       19:S       19:S       0.8 
      495       19:S       19:S       0.7 
      496       19:S       19:S       0.56 
      497       19:S       19:S       0.97 
      498       19:S       19:S       1 
      499       19:S       19:S       0.98 
      500       19:S       19:S       0.97 
      501       19:S       19:S       0.73 
      502       19:S       19:S       0.41 
      503       19:S       19:S       0.73 
      504       19:S       19:S       0.72 
      505       19:S       19:S       1 
      506       19:S       19:S       0.73 
      507       19:S       19:S       0.99 
      508       19:S       19:S       0.24 
      509       19:S       19:S       0.28 
      510       19:S       19:S       0.82 
      511       19:S       19:S       1 
      512       19:S       19:S       0.86 
      513       19:S       19:S       0.84 
      514       19:S       19:S       0.68 
      515       19:S       19:S       1 
      516       19:S       19:S       0.79 
      517       19:S       19:S       0.49 
      518       19:S       19:S       0.54 
      519       19:S       19:S       0.89 
      520       19:S       19:S       0.97 
      521       19:S       19:S       0.87 
      522       19:S       19:S       0.9 
      523       19:S       19:S       0.6 
      524       19:S       19:S       0.83 
      525       19:S       19:S       0.95 
      526       19:S       19:S       0.71 
      527       19:S       19:S       0.91 
      528       19:S       19:S       0.81 
      529       19:S       19:S       0.95 
      530       19:S       19:S       0.7 
      531       19:S       19:S       0.96 
      532       19:S       19:S       0.38 
      533       19:S        5:E   +   0.26 
      534       19:S       19:S       0.81 
      535       19:S       19:S       0.4 
      536       19:S       19:S       0.57 
      537       19:S       19:S       0.75 
      538       19:S       19:S       0.99 
      539       19:S       19:S       0.63 
      540       19:S       19:S       0.82 
      541       19:S       19:S       0.68 
      542       19:S       17:Q   +   0.27 
      543       19:S       19:S       0.97 
      544       19:S       19:S       0.91 
      545       19:S       19:S       0.71 
      546       19:S       19:S       0.99 
      547       19:S       19:S       0.6 
      548       19:S        2:B   +   0.27 
      549        5:E        5:E       0.6 
      550        5:E        5:E       0.88 
      551        5:E        5:E       0.56 
      552        5:E        5:E       0.49 
      553        5:E        5:E       0.65 
      554        5:E        5:E       0.34 
      555        5:E        5:E       0.34 
      556        5:E        5:E       0.69 
      557        5:E        5:E       0.89 
      558        5:E        5:E       1 
      559        5:E        5:E       1 
      560        5:E        5:E       0.7 
      561        5:E       26:Z   +   0.53 
      562        5:E        5:E       0.9 
      563        5:E        5:E       1 
      564        5:E        5:E       0.82 
      565        5:E        5:E       0.99 
      566        5:E        5:E       0.92 
      567        5:E        5:E       0.94 
      568        5:E        5:E       0.98 
      569        5:E        5:E       0.91 
      570        5:E        5:E       1 
      571        5:E        5:E       0.67 
      572        5:E        5:E       0.79 
      573        5:E        5:E       1 
      574        5:E        5:E       0.5 
      575        5:E        5:E       1 
      576        5:E        5:E       0.6 
      577        5:E        5:E       0.66 
      578        5:E        5:E       0.71 
      579        5:E        5:E       1 
      580        5:E        5:E       0.89 
      581        5:E        5:E       0.84 
      582        5:E        5:E       0.99 
      583        5:E        5:E       0.63 
      584        5:E        5:E       1 
      585        5:E        5:E       1 
      586        5:E        5:E       0.88 
      587        5:E        5:E       0.95 
      588        5:E        5:E       0.77 
      589        5:E        5:E       0.91 
      590        5:E        5:E       0.98 
      591        5:E        5:E       0.94 
      592        5:E        5:E       0.42 
      593        5:E        5:E       0.92 
      594        5:E        5:E       1 
      595        5:E        5:E       1 
      596        5:E        5:E       0.97 
      597        5:E        5:E       0.99 
